user_name,user_id,nickname,account_created,verified,bio_link,followers,following,heart,heart_count,videos,diggs
paigemackenzie,154445879201005568,Paige Mackenzie ,1477194282,True,-,7800000,219,435900000,435900000,2525,0
sarashabangarcia,6612062732139528197,Sara Shaban,1539491811,True,-,809100,59,11200000,11200000,82,0
kalaniballfree,8019437,KalaniBallfree,1440974640,True,https://linktr.ee/Bestappz,4900000,805,80000000,80000000,1820,0
mxmtoon,845202,maia,1435039908,True,https://mxmtoon.ffm.to/creep,2500000,273,109300000,109300000,736,0
thegoldenbalance,6682112346221167621,Ahmad Alzahabi,1571101164,True,https://www.twitch.tv/thegoldenbalance,3700000,1382,82800000,82800000,1040,0
nmillz1,6622729350369312774,Hi,1561344972,True,-,4100000,338,538900000,538900000,1705,0
zacharyyryann,28949363,Zachary Ryan,1452582831,True,https://youtube.com/playlist?list=PL4Ap3Dru27h_MkSmdgu7KYo-6U3H0upGw,2900000,54,85400000,85400000,170,0
sohail_d,6546046666602976256,Iamsohail,1524120383,True,https://instagram.com/iamsohail?igshid=111bij0buf52e,10300000,83,322400000,322400000,1497,0
sophiablairr,6732213446345016325,Sophia Blair,1571528409,False,https://beacons.page/sophiablairr,2400000,438,50000000,50000000,289,0
salah,6807905989192401926,Salah Brooks,1585091016,True,https://www.patreon.com/coolbuscast,4700000,259,187100000,187100000,567,0
joysdoodles,6645452020034486277,joysdoodles,1548958358,False,-,144400,145,3000000,3000000,184,0
whatangiesays,6646883420721496069,Whatangiesays ,1547599435,False,-,6133,39,116300,116300,135,0
lego_happy_life,6847702772319060998,Jordon Geraldine,1595350758,False,-,452200,43,3800000,3800000,304,0
niasioux,53093247253770240,NiaSioux,1453029932,True,-,7400000,601,151800000,151800000,547,0
brooklynandbailey,62844455736623105,Brooklyn and Bailey,1455354801,True,https://brooklynandbaileyshop.com/collections/mascara/products/lash-next-door-mascara,6000000,221,189000000,189000000,532,0
rclbeauty101,6690627070252549125,rclbeauty101,1559246507,True,Rclocosmetics.com,1600000,68,47000000,47000000,137,0
jadendunn,6544151354742112262,Jaden Dunn,1554267628,False,https://direct.me/jadendunn,2300000,617,102400000,102400000,854,0
208skindoc,6658837318265208837,Dr Dustin Portela,1550382117,True,https://taplink.cc/208skindoc,1300000,813,27700000,27700000,898,0
favela_jason,6726720331724162054,Jason Favela,1566256126,False,https://thecoldestwater.com/?ref=jasonfavela,294800,24,5200000,5200000,256,0
alexkay,168886527542931456,Alex Kawaguchi,1480608444,True,-,2500000,462,74900000,74900000,682,0
meghanandjack,6870559914805183494,🌻Meg and Jack🌻,1599648190,False,https://beacons.page/meghanandjack,2900000,67,92900000,92900000,153,0
sammielewiss,144081658122694656,Sammie 🐘,1474723277,True,youtube.com/c/sammielewis,2800000,1643,103200000,103200000,1293,0
celinaspookyboo,248744033697562624,Celinaspookyboo,1499676714,True,https://beacons.page/celinaspookyboo,18500000,5366,565300000,565300000,1102,0
jaidahh_,6720349854135075846,Jaidahh_,1570157585,False,https://www.hergivenhair.com/spice-up-your-life-unit-p-424/?tt=tiktokjaidahh3,474900,1897,12000000,12000000,823,0
danispeaks,6633069693904322565,danispeaks,1558274899,True,https://gauthmath.onelink.me/SUq5/73ebb65b,1500000,1,76100000,76100000,759,0
justmaiko,3777553,Michael Le,1437481867,True,https://linktr.ee/justmaiko,48600000,100,1300000000,1300000000,1166,0
xo.phiee,21401120,Xophie,1450036968,False,https://prequel.onelink.me/wyrH/xophiee,4300000,2676,110800000,110800000,1391,0
jdrou,25522948,James Drou,1451481305,False,https://linktr.ee/jdrou,2800000,1188,52100000,52100000,1980,0
cheekyboyos,6625415756434046982,the cheeky boyos,1542601227,True,https://youtu.be/RhhodOezpIM,9600000,804,266400000,266400000,191,0
yun_bao,6524148042672046082,유니갱 YUN,1519022017,True,www.unitropero.com,4500000,30,60600000,60600000,200,0
charliecrafty,6630087379624198149,CraftyDIY,1543692963,False,-,8432,70,139100,139100,115,0
rocketleagueclipsz,6879054376196424706,RL,1601654805,False,-,227400,1,5000000,5000000,128,0
adamselihi,189588616577380353,Adam Selihi,1485544164,False,https://www.facebook.com/adam.selihi.9,532200,96,4100000,4100000,160,0
nicktangorra,23409017,nicktangorra,1450870705,True,Instagram.com/nicktangorra,1200000,329,15500000,15500000,328,0
humphreytalks,6717679036162425862,Humphrey Yang,1573406741,True,Solo.to/humphrey,2200000,257,30800000,30800000,481,0
ian_haueter,20219616,Ian Haueter💯🤘🏽,1449571161,True,https://youtu.be/pWytP9km4bw,1300000,2795,20500000,20500000,330,0
ourfire,3792541,OurFire,1448444136,True,https://youtu.be/wzUCQPHDgnQ,5800000,515,229100000,229100000,1101,0
kessyemely,69579458562646016,🦋Kessy&Mely🦋,1456960551,True,https://youtu.be/KOaC6IpuHgM,6400000,43,248600000,248600000,2293,0
nukafight,6618381237659090950,Evan 🤠,1541974752,False,https://nukafight.tv,514800,371,21700000,21700000,521,0
buildandcreatehome,6659166321215143942,buildandcreatehome,1550458818,False,https://linktr.ee/Buildandcreatehome,1400000,75,16600000,16600000,192,0
mposadajr,6731593293556614150,Miguel Jr.,1567292573,False,-,4821,386,825400,825400,100,0
